"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"ALI","ARGO GLOBAL LISTED INFRASTRUCTURE LIMITED","2015-07-03","Not Applic",386399355
"ALK","ALKANE RESOURCES LIMITED","1980-10-07","Materials",485400487
"ALL","ARISTOCRAT LEISURE LIMITED","1996-07-09","Consumer Services",27722404372
"ALM","ALMA METALS LIMITED","2007-04-18","Energy",24402584
"ALO","ALLOGGIO GROUP LIMITED","2021-11-29","Consumer Services",31113153
"ALQ","ALS LIMITED","1952-07-18","Commercial & Professional Services",5746490767
"ALT","ANALYTICA LIMITED","2000-10-25","Health Care Equipment & Services",9227602
"ALU","ALTIUM LIMITED","1999-08-04","Software & Services",4527794840
"ALV","ALVO MINERALS LIMITED","2021-10-20","Materials",29779978
"ALX","ATLAS ARTERIA","2010-01-25","Transportation",6569274848
"ALY","ALCHEMY RESOURCES LIMITED","2007-11-26","Materials",11428139
"AM7","ARCADIA MINERALS LIMITED","2021-06-25","Materials",19665023
"AMA","AMA GROUP LIMITED","2006-08-31","Commercial & Professional Services",400205898
"AMC","AMCOR PLC","1969-08-28","Materials",25218695452
"AMD","ARROW MINERALS LTD","2005-10-28","Materials",9119659
"AME","ALTO METALS LIMITED","2012-12-20","Materials",44883189
"AMH","AMCIL LIMITED","2000-02-10","Not Applic",368315765
"AMI","AURELIA METALS LIMITED","2007-05-08","Materials",538119559
"AML","AEON METALS LIMITED.","2007-06-14","Materials",38961400
"AMM","ARMADA METALS LIMITED","2021-12-15","Materials",13520000
"AMN","AGRIMIN LIMITED","2007-10-09","Materials",75992027
"AMO","AMBERTECH LIMITED","2004-12-10","Technology Hardware & Equipment",30688290
"AMP","AMP LIMITED","1998-06-15","Diversified Financials",3119131090
"AMS","ATOMOS LIMITED","2018-12-28","Consumer Durables & Apparel",201228184
"AMT","ALLEGRA ORTHOPAEDICS LIMITED","2007-12-05","Health Care Equipment & Services",17758065
"AMX","AEROMETREX LIMITED","2019-12-10","Commercial & Professional Services",54752000
"AN1","ANAGENICS LIMITED","2005-12-09","Pharmaceuticals, Biotechnology & Life Sciences",10830044
"AND","ANSARADA GROUP LIMITED","2020-02-14","Software & Services",212497692
"ANG","AUSTIN ENGINEERING LIMITED","2004-03-09","Capital Goods",159949898
"ANL","AMANI GOLD LIMITED","2006-12-14","Materials",34400162
"ANN","ANSELL LIMITED","1985-08-22","Health Care Equipment & Services",3317534832
"ANO","ADVANCE ZINCTEK LIMITED","2005-02-24","Materials",171282378
"ANP","ANTISENSE THERAPEUTICS LIMITED","2001-12-20","Pharmaceuticals, Biotechnology & Life Sciences",113694976
"ANR","ANATARA LIFESCIENCES LTD","2014-10-16","Pharmaceuticals, Biotechnology & Life Sciences",8562675
"ANW","AUS TIN MINING LTD","2010-10-21","Materials",12716787
"ANX","ANAX METALS LIMITED","2004-06-15","Materials",33508379
"ANZ","AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED","1969-09-30","Banks",76276480226
"AO1","ASSETOWL LIMITED","2011-05-30","Software & Services",3236738
"AOA","AUSMON RESOURCES LIMITED","2009-03-31","Materials",6062625
"AOF","AUSTRALIAN UNITY OFFICE FUND","2016-06-20","Real Estate",396164083
"AON","APOLLO MINERALS LIMITED","2007-10-31","Materials",37149243
"AOU","AUROCH MINERALS LTD","2011-09-01","Materials",42423586
"APA","APA GROUP","2000-06-13","Utilities",11987721496
"APC","AUSTRALIAN POTASH LIMITED","2011-12-20","Materials",47547086
"APE","EAGERS AUTOMOTIVE LIMITED","1957-04-17","Retailing",3239926467
"APG","AUSTPAC RESOURCES NL","1986-07-24","Materials","N/A"
"API","AUSTRALIAN PHARMACEUTICAL INDUSTRIES LIMITED","1997-06-16","Health Care Equipment & Services",748837173
"APM","APM HUMAN SERVICES INTERNATIONAL LIMITED","2021-11-12","Commercial & Professional Services",2604796727
"APS","ALLUP SILICA LIMITED",,"Materials",0
"APW","AIMS PROPERTY SECURITIES FUND","2004-12-17","Real Estate",53746715
"APX","APPEN LIMITED","2015-01-07","Software & Services",1164288705
"APZ","ASPEN GROUP","1991-04-11","Real Estate",223309235
"AQC","AUSTRALIAN PACIFIC COAL LIMITED","1999-12-17","Materials",7067873
"AQD","AUSQUEST LIMITED","2003-11-25","Materials",15658835
"AQI","ALICANTO MINERALS LIMITED","2012-09-19","Materials",40184930
"AQN","AQUIRIAN LIMITED","2021-07-27","Commercial & Professional Services",23200000
"AQS","AQUIS ENTERTAINMENT LIMITED","2011-12-02","Consumer Services",30548273
"AQX","ALICE QUEEN LIMITED","2004-09-09","Materials",11496360
"AQZ","ALLIANCE AVIATION SERVICES LIMITED","2011-12-20","Transportation",604362461
"AR1","AUSTRAL RESOURCES AUSTRALIA LTD","2021-11-03","Materials",89075000
"AR3","AUSTRALIAN RARE EARTHS LIMITED","2021-07-01","Materials",100999318
"AR9","ARCHTIS LIMITED","2018-09-21","Software & Services",51441625
"ARA","ARIADNE AUSTRALIA LIMITED","1982-10-12","Commercial & Professional Services",129519958
"ARB","ARB CORPORATION LIMITED.","1987-06-26","Automobiles & Components",3620677132
"ARC","ARC FUNDS LIMITED","2000-04-14","Diversified Financials",17594666
"ARD","ARGENT MINERALS LIMITED","2008-04-03","Materials",24716447
"ARE","ARGONAUT RESOURCES NL","1986-01-23","Materials",10818614
"ARF","ARENA REIT.","2013-06-13","Real Estate",1685490096
"ARG","ARGO INVESTMENTS LIMITED","1963-03-31","Not Applic",7198882228
"ARL","ARDEA RESOURCES LIMITED","2017-02-09","Materials",99957758
"ARN","ALDORO RESOURCES LIMITED","2018-09-13","Materials",33092278
"ARO","ASTRO RESOURCES NL","1986-08-14","Materials",32936689
"ARR","AMERICAN RARE EARTHS LIMITED","2011-02-17","Materials",142353297
"ART","AIRTASKER LIMITED","2021-03-23","Media & Entertainment",316318379
"ARU","ARAFURA RESOURCES LIMITED","2003-11-05","Materials",294579293
"ARV","ARTEMIS RESOURCES LIMITED","2007-03-16","Materials",99144814
"ARX","AROA BIOSURGERY LIMITED","2020-07-24","Pharmaceuticals, Biotechnology & Life Sciences",308066520
"AS1","ANGEL SEAFOOD HOLDINGS LTD","2018-02-21","Food, Beverage & Tobacco",27467725
"AS2","ASKARI METALS LIMITED","2021-07-07","Materials",20450485
"ASB","AUSTAL LIMITED","1998-12-08","Capital Goods",745427797
"ASG","AUTOSPORTS GROUP LIMITED.","2016-11-16","Retailing",381900000
"ASH","ASHLEY SERVICES GROUP LIMITED","2014-08-21","Commercial & Professional Services",100783133
"ASM","AUSTRALIAN STRATEGIC MATERIALS LIMITED","2020-07-30","Materials",1141159129
"ASN","ANSON RESOURCES LIMITED","2010-07-08","Materials",142995899
"ASO","ASTON MINERALS LIMITED","2011-03-04","Materials",171755537
"ASP","ASPERMONT LIMITED.","2000-04-27","Media & Entertainment",58117615
"ASQ","AUSTRALIAN SILICA QUARTZ GROUP LTD","2007-10-22","Materials",33199245
"AST","AUSNET SERVICES LIMITED","2005-12-14","Utilities","N/A"
"ASW","ADVANCED SHARE REGISTRY LIMITED","2008-06-10","Diversified Financials",62857527
"ASX","ASX LIMITED","1998-10-14","Diversified Financials",16370406899
"AT1","ATOMO DIAGNOSTICS LIMITED","2020-04-16","Health Care Equipment & Services",119405539
"ATA","ATTURRA LIMITED","2021-12-22","Software & Services",114313756
"ATC","ALTECH CHEMICALS LTD","2010-01-27","Materials",159912280
"ATH","ALTERITY THERAPEUTICS LIMITED","2000-03-28","Pharmaceuticals, Biotechnology & Life Sciences",50544366
"ATL","APOLLO TOURISM & LEISURE LTD","2016-11-04","Automobiles & Components",95867718
"ATM","ANEKA TAMBANG (PERSERO) TBK (PT)","1999-08-09","Materials",5288202253
"ATP","ATLAS PEARLS LTD","1993-12-31","Consumer Durables & Apparel",15831255
"ATR","ASTRON CORPORATION LIMITED","1983-11-11","Materials",72261476
"ATS","AUSTRALIS OIL & GAS LIMITED","2016-07-25","Energy",69353964
"ATU","ATRUM COAL LIMITED","2012-07-24","Materials",17193458
"ATV","ACTIVEPORT GROUP LTD","2021-10-20","Software & Services",39598399
"ATX","AMPLIA THERAPEUTICS LIMITED","2013-12-23","Pharmaceuticals, Biotechnology & Life Sciences",31985910
"AU1","THE AGENCY GROUP AUSTRALIA LTD","2007-12-18","Real Estate",20571676
"AUA","AUDEARA LIMITED","2021-05-18","Consumer Durables & Apparel",13125000
"AUB","AUB GROUP LIMITED","2005-11-16","Insurance",1809355085
"AUC","AUSGOLD LIMITED","2009-12-16","Materials",72651354
"AUE","AURUM RESOURCES LIMITED","2021-11-02","Materials",5850000
"AUH","AUSTCHINA HOLDINGS LIMITED","2003-03-17","Energy",26962865
"AUI","AUSTRALIAN UNITED INVESTMENT COMPANY LIMITED","1974-01-01","Not Applic",1213654349
"AUK","AUMAKE LIMITED.","2011-12-07","Retailing",12167151
"AUN","AURUMIN LIMITED","2020-12-09","Materials",18359478
"AUP","AURORA PROPERTY BUY-WRITE INCOME TRUST","2007-07-26","Not Applic","N/A"
"AUQ","ALARA RESOURCES LIMITED","2007-05-24","Materials",56434339
"AUR","AURIS MINERALS LIMITED","2001-03-15","Materials",25261176
"AUT","AUTECO MINERALS LTD","2005-09-21","Materials",157000641
"AUZ","AUSTRALIAN MINES LIMITED","2001-09-28","Materials",83919751
"AV1","ADVERITAS LIMITED","2012-12-18","Software & Services",48494436
"AVA","AVA RISK GROUP LIMITED","2015-05-11","Technology Hardware & Equipment",98330703
"AVC","AUCTUS INVESTMENT GROUP LIMITED","2011-08-10","Diversified Financials",87955550
"AVD","AVADA GROUP LIMITED","2021-12-17","Commercial & Professional Services",64476155
"AVE","AVECHO BIOTECHNOLOGY LIMITED","1993-08-09","Pharmaceuticals, Biotechnology & Life Sciences",25729375
"AVG","AUSTRALIAN VINTAGE LTD","1992-03-26","Food, Beverage & Tobacco",179373325
"AVH","AVITA MEDICAL INC.","2020-06-24","Pharmaceuticals, Biotechnology & Life Sciences",321855972
"AVJ","AVJENNINGS LIMITED","1994-01-27","Real Estate",231551515
"AVL","AUSTRALIAN VANADIUM LIMITED","2007-02-21","Materials",131765196
"AVN","AVENTUS GROUP","2015-10-16","Real Estate",1845515026
"AVR","ANTERIS TECHNOLOGIES LTD","2004-03-24","Health Care Equipment & Services",189450601
"AVW","AVIRA RESOURCES LTD","2013-01-09","Materials",7734555
"AVZ","AVZ MINERALS LIMITED","2007-09-14","Materials",2658088572
"AW1","AMERICAN WEST METALS LIMITED","2021-12-13","Materials",22355900
"AWC","ALUMINA LIMITED","1961-10-31","Materials",5614753542
"AWJ","AURIC MINING LIMITED","2021-02-12","Materials",10239276
"AWV","ANOVA METALS LIMITED","2011-05-18","Materials",24362601
"AX1","ACCENT GROUP LIMITED","2004-07-07","Retailing",1137920102
"AX8","ACCELERATE RESOURCES LIMITED","2018-02-14","Materials",10138356
"AXE","ARCHER MATERIALS LIMITED","2007-08-14","Semiconductors & Semiconductor Equipment",282226616
"AXI","AXIOM PROPERTIES LIMITED","1997-01-31","Real Estate",32886238
"AXP","AXP ENERGY LIMITED","2006-07-20","Energy",40685265
"AYA","ARTRYA LIMITED","2021-11-26","Health Care Equipment & Services",92136537
"AYI","A1 INVESTMENTS & RESOURCES LTD","2007-10-02","Diversified Financials",16421946
"AYM","AUSTRALIA UNITED MINING LIMITED","2011-09-19","Materials",11055465
"AYT","AUSTIN METALS LIMITED","2011-07-06","Materials",26412741
"AZI","ALTAMIN LIMITED","2009-12-24","Materials",18607126
"AZJ","AURIZON HOLDINGS LIMITED","2010-11-22","Transportation",6736976574
"AZL","ARIZONA LITHIUM LIMITED","1971-07-08","Materials",319610633
"AZS","AZURE MINERALS LIMITED","2003-12-16","Materials",124294288
"AZY","ANTIPA MINERALS LIMITED","2011-04-20","Materials",153845705
"B4P","BEFOREPAY GROUP LIMITED","2022-01-17","Diversified Financials",71531894
"BAP","BAPCOR LIMITED","2014-04-24","Retailing",2352128625
"BAS","BASS OIL LIMITED","2004-09-30","Energy",9225363
"BAT","BATTERY MINERALS LIMITED","2012-10-29","Materials",26995843
"BBC","BNK BANKING CORPORATION LIMITED","2012-05-22","Banks",145236779
"BBL","BRISBANE BRONCOS LIMITED","1989-05-12","Media & Entertainment",67648036
"BBN","BABY BUNTING GROUP LIMITED","2015-10-14","Retailing",687281214
"BBT","BLUEBET HOLDINGS LTD","2021-07-02","Consumer Services",187102522
"BBX","BBX MINERALS LIMITED","2005-08-12","Materials",78203651
"BC8","BLACK CAT SYNDICATE LIMITED","2018-01-30","Materials",87300843
"BCA","BLACK CANYON LIMITED","2021-05-05","Materials",9979790
"BCB","BOWEN COKING COAL LIMITED","1995-06-22","Materials",269138583
"BCC","BEAM COMMUNICATIONS HOLDINGS LIMITED","1986-11-06","Technology Hardware & Equipment",32408220
"BCI","BCI MINERALS LIMITED","2006-12-15","Materials",476409009
"BCK","BROCKMAN MINING LIMITED","2011-01-11","Materials",556753928
"BCN","BEACON MINERALS LIMITED","2006-10-20","Materials",114920480
"BCT","BLUECHIIP LIMITED","2011-06-09","Technology Hardware & Equipment",27533935
"BDC","BARDOC GOLD LIMITED","2007-12-12","Materials",132279399
"BDG","BLACK DRAGON GOLD CORP.","2018-08-29","Materials",11556006
"BDM","BURGUNDY DIAMOND MINES LIMITED","2013-01-04","Materials",75727853
"BDT","BIRDDOG TECHNOLOGY LIMITED","2021-12-20","Technology Hardware & Equipment",87984616
"BDX","BCAL DIAGNOSTICS LIMITED","2021-07-21","Pharmaceuticals, Biotechnology & Life Sciences",22761325
"BEE","BROO LTD","2016-10-14","Food, Beverage & Tobacco",9520796
"BEL","BENTLEY CAPITAL LIMITED","1986-11-07","Not Applic",6242489
"BEM","BLACKEARTH MINERALS NL","2018-01-19","Materials",33017089
"BEN","BENDIGO AND ADELAIDE BANK LIMITED","1985-12-19","Banks",4957860162
"BET","BETMAKERS TECHNOLOGY GROUP LTD","2015-12-11","Consumer Services",664043355
"BEX","BIKEEXCHANGE LIMITED","2021-02-09","Retailing",31497060
"BEZ","BESRA GOLD INC.","2021-10-08","Materials",28400169
"BFC","BESTON GLOBAL FOOD COMPANY LIMITED","2015-08-28","Food, Beverage & Tobacco",60465959
"BFG","BELL FINANCIAL GROUP LIMITED","2007-12-12","Diversified Financials",500360559
"BFL","BSP FINANCIAL GROUP LIMITED","2021-05-25","Banks",2079144232
"BGA","BEGA CHEESE LIMITED","2011-08-19","Food, Beverage & Tobacco",1575522359
"BGD","BARTON GOLD HOLDINGS LIMITED","2021-06-28","Materials",43904180
"BGL","BELLEVUE GOLD LIMITED","2005-12-20","Materials",799297553
"BGP","BRISCOE GROUP AUSTRALASIA LIMITED","2017-07-20","Retailing",1077172492
"BGT","BIO-GENE TECHNOLOGY LTD","2017-11-29","Materials",37075311
"BHD","BENJAMIN HORNIGOLD LIMITED","2017-05-12","Not Applic",6401139
"BHL","BOYUAN HOLDINGS LIMITED","2016-10-31","Real Estate","N/A"
"BHP","BHP GROUP LIMITED","1885-08-13","Materials",236967348524
"BID","BILL IDENTITY LIMITED","2011-01-27","Software & Services",30528573
"BIO","BIOME AUSTRALIA LIMITED","2021-11-30","Household & Personal Products",19990986
"BIQ","BUILDINGIQ INC","2015-12-17","Software & Services","N/A"
"BIR","BIR FINANCIAL LIMITED","2006-07-31","Diversified Financials",2941649
"BIS","BISALLOY STEEL GROUP LIMITED","2003-06-23","Materials",70140405
"BIT","BIOTRON LIMITED","2001-01-24","Pharmaceuticals, Biotechnology & Life Sciences",49135290
"BKG","BOOKTOPIA GROUP LIMITED","2020-12-03","Retailing",163457566
"BKI","BKI INVESTMENT COMPANY LIMITED","2003-12-12","Not Applic",1233358725
"BKL","BLACKMORES LIMITED","1985-05-02","Household & Personal Products",1662392937
"BKT","BLACK ROCK MINING LIMITED","2003-12-10","Materials",186758795
"BKW","BRICKWORKS LIMITED","1962-06-30","Materials",3448343063
"BKY","BERKELEY ENERGIA LIMITED","2003-09-16","Energy",109220195
"BLD","BORAL LIMITED.","2000-02-21","Materials",4191735992
"BLG","BLUGLASS LIMITED","2006-09-22","Semiconductors & Semiconductor Equipment",34176974
"BLU","BLUE ENERGY LIMITED.","1994-10-13","Energy",96277538
"BLX","BEACON LIGHTING GROUP LIMITED","2014-04-15","Retailing",616367081
"BLY","BOART LONGYEAR GROUP LTD","2007-04-05","Materials",798985118
"BLZ","BLAZE MINERALS LIMITED","1996-09-12","Energy",15730005
"BME","BLACK MOUNTAIN ENERGY LTD","2021-12-23","Energy",33150000
"BMG","BMG RESOURCES LIMITED","2004-05-12","Materials",13439650
"BMH","BAUMART HOLDINGS LIMITED","2015-06-19","Capital Goods",28948951
"BML","BOAB METALS LIMITED","2004-07-15","Materials",45280590
"BMM","BALKAN MINING AND MINERALS LIMITED","2021-07-14","Materials",18189750
"BMN","BANNERMAN ENERGY LTD","2005-04-28","Energy",253072744
"BMO","BASTION MINERALS LIMITED","2021-03-16","Materials",16975615
"BMR","BALLYMORE RESOURCES LIMITED","2021-09-03","Materials",20970841
